order_id,customer_id,order_date,category,order_value,is_returned,satisfaction_score
ORD_5239,CUST_1045,2025-05-26,Apparel,1121.7,True,2
ORD_5240,CUST_1127,2025-05-07,Sports,1155.13,False,1
ORD_5241,CUST_1003,2025-02-15,Books,729.3,False,3
ORD_5242,CUST_1073,2025-06-25,Sports,658.81,False,2
ORD_5243,CUST_1130,2025-04-06,Home & Kitchen,243.48,True,1
ORD_5244,CUST_1188,2025-05-01,Sports,319.86,False,3
ORD_5245,CUST_1076,2025-04-25,Sports,912.38,False,4
ORD_5246,CUST_1110,2025-05-27,Home & Kitchen,117.78,False,2
ORD_5247,CUST_1036,2025-05-30,Home & Kitchen,1123.95,True,2
ORD_5248,CUST_1061,2025-04-18,Home & Kitchen,1145.53,False,5
ORD_5249,CUST_1003,2025-02-10,Sports,441.07,False,1
ORD_5250,CUST_1120,2025-04-14,Apparel,495.42,False,3
ORD_5251,CUST_1177,2025-02-27,Sports,1100.61,False,5
ORD_5252,CUST_1057,2025-07-09,Apparel,581.65,False,5
ORD_5253,CUST_1096,2025-08-19,Sports,665.84,False,5
ORD_5254,CUST_1171,2025-09-27,Apparel,917.8,False,5
ORD_5255,CUST_1021,2025-03-16,Beauty,640.89,False,5
ORD_5256,CUST_1029,2025-05-03,Books,1084.92,False,5
ORD_5257,CUST_1039,2025-03-19,Home & Kitchen,1027.57,False,2
ORD_5258,CUST_1184,2025-03-21,Beauty,122.77,False,1
ORD_5259,CUST_1117,2025-02-23,Books,507.28,False,5
ORD_5260,CUST_1119,2025-05-03,Home & Kitchen,872.09,False,1
ORD_5261,CUST_1191,2025-06-23,Books,101.54,False,1
ORD_5262,CUST_1139,2025-07-02,Electronics,1183.57,False,3
ORD_5263,CUST_1105,2025-05-07,Apparel,922.51,False,4
ORD_5264,CUST_1096,2025-10-19,Beauty,546.52,False,4
ORD_5265,CUST_1097,2025-06-03,Sports,1157.51,False,2
ORD_5266,CUST_1168,2025-05-19,Home & Kitchen,155.58,False,4
ORD_5267,CUST_1136,2025-02-26,Sports,1174.79,False,1
ORD_5268,CUST_1077,2025-06-04,Sports,867.13,False,4
ORD_5269,CUST_1059,2025-05-05,Beauty,425.2,False,1
ORD_5270,CUST_1009,2025-10-05,Sports,511.8,False,1
ORD_5271,CUST_1062,2025-07-27,Electronics,134.56,True,3
ORD_5272,CUST_1173,2025-09-04,Electronics,305.01,True,2
ORD_5273,CUST_1060,2025-08-06,Apparel,908.95,False,2
ORD_5274,CUST_1129,2025-04-05,Apparel,981.71,False,3
ORD_5275,CUST_1148,2025-05-22,Sports,984.78,False,2
ORD_5276,CUST_1170,2025-05-24,Apparel,505.07,False,5
ORD_5277,CUST_1152,2025-05-23,Sports,1095.22,False,4
ORD_5278,CUST_1143,2025-06-12,Electronics,1167.16,False,4
ORD_5279,CUST_1135,2025-03-11,Sports,508.34,False,4
ORD_5280,CUST_1048,2025-06-14,Books,576.12,False,3
ORD_5281,CUST_1182,2025-04-12,Beauty,1098.97,False,4
ORD_5282,CUST_1143,2025-06-16,Apparel,475.28,False,3
ORD_5283,CUST_1166,2025-02-26,Beauty,1018.85,True,3
ORD_5284,CUST_1049,2025-01-19,Home & Kitchen,461.94,False,1
ORD_5285,CUST_1019,2025-06-04,Books,873.3,False,4
ORD_5286,CUST_1054,2025-05-13,Home & Kitchen,374.28,False,2
ORD_5287,CUST_1049,2025-04-17,Electronics,900.05,False,2
ORD_5288,CUST_1179,2025-08-02,Sports,257.35,False,5
ORD_5289,CUST_1083,2025-10-02,Home & Kitchen,466.08,False,3
ORD_5290,CUST_1079,2025-03-29,Home & Kitchen,622.69,False,1
ORD_5291,CUST_1185,2025-03-31,Home & Kitchen,1098.48,False,4
ORD_5292,CUST_1012,2025-08-13,Apparel,893.38,True,3
ORD_5293,CUST_1150,2025-03-19,Sports,509.83,False,3
ORD_5294,CUST_1059,2025-05-22,Books,1002.53,False,3
ORD_5295,CUST_1066,2025-06-06,Beauty,1160.31,False,4
ORD_5296,CUST_1118,2025-03-31,Sports,957.05,False,5
ORD_5297,CUST_1126,2025-06-23,Books,1188.53,False,5
ORD_5298,CUST_1009,2025-10-09,Electronics,1135.05,False,1
ORD_5299,CUST_1106,2025-03-28,Sports,289.25,False,1
ORD_5300,CUST_1056,2025-05-21,Beauty,457.24,False,5
ORD_5301,CUST_1124,2025-08-23,Beauty,33.64,False,4
ORD_5302,CUST_1004,2025-03-15,Books,870.8,False,3
ORD_5303,CUST_1005,2025-05-08,Sports,813.73,False,2
ORD_5304,CUST_1028,2025-06-24,Electronics,636.4,False,5
ORD_5305,CUST_1135,2025-03-03,Home & Kitchen,331.78,False,3
ORD_5306,CUST_1104,2025-05-20,Books,303.2,False,3
ORD_5307,CUST_1176,2025-07-21,Electronics,789.68,False,1
ORD_5308,CUST_1024,2025-08-07,Beauty,461.95,False,1
ORD_5309,CUST_1180,2025-01-23,Electronics,607.33,False,3
ORD_5310,CUST_1145,2025-09-20,Electronics,1075.33,False,2
ORD_5311,CUST_1055,2025-09-15,Sports,1066.75,False,1
ORD_5312,CUST_1020,2025-08-31,Home & Kitchen,1080.68,False,1
ORD_5313,CUST_1046,2025-07-27,Home & Kitchen,33.55,False,2
ORD_5314,CUST_1193,2025-05-08,Sports,987.77,False,3
ORD_5315,CUST_1042,2025-04-07,Apparel,686.53,False,5
ORD_5316,CUST_1085,2025-03-10,Sports,180.84,False,1
ORD_5317,CUST_1129,2025-06-02,Home & Kitchen,78.63,False,1
ORD_5318,CUST_1088,2025-05-02,Books,1146.51,False,3
ORD_5319,CUST_1008,2025-04-19,Home & Kitchen,943.5,False,2
ORD_5320,CUST_1092,2025-07-09,Beauty,526.74,False,4
ORD_5321,CUST_1022,2025-08-31,Books,365.02,False,1
ORD_5322,CUST_1022,2025-06-28,Apparel,465.3,False,2
ORD_5323,CUST_1190,2025-04-22,Home & Kitchen,442.43,True,2
ORD_5324,CUST_1114,2025-05-29,Home & Kitchen,136.14,True,2
ORD_5325,CUST_1115,2025-08-25,Books,622.24,True,1
ORD_5326,CUST_1091,2025-04-23,Electronics,722.36,False,4
ORD_5327,CUST_1004,2025-04-19,Beauty,474.54,True,3
ORD_5328,CUST_1063,2025-04-02,Books,215.96,False,2
ORD_5329,CUST_1069,2025-04-09,Home & Kitchen,599.35,True,2
ORD_5330,CUST_1071,2025-06-01,Home & Kitchen,588.81,True,2
ORD_5331,CUST_1064,2025-04-15,Sports,602.53,False,4
ORD_5332,CUST_1028,2025-03-16,Home & Kitchen,23.02,False,5
ORD_5333,CUST_1098,2025-06-09,Home & Kitchen,536.66,False,5
ORD_5334,CUST_1035,2025-05-28,Home & Kitchen,729.81,False,4
ORD_5335,CUST_1081,2025-04-02,Beauty,1162.94,False,4
ORD_5336,CUST_1148,2025-06-15,Apparel,401.18,False,4
ORD_5337,CUST_1094,2025-03-26,Books,251.76,False,2
ORD_5338,CUST_1175,2025-05-19,Books,46.9,False,2
ORD_5339,CUST_1113,2025-08-19,Home & Kitchen,1000.07,True,2
ORD_5340,CUST_1173,2025-08-08,Apparel,765.5,False,2
ORD_5341,CUST_1184,2025-03-01,Beauty,102.65,False,4
ORD_5342,CUST_1150,2025-02-24,Books,615.34,False,4
ORD_5343,CUST_1140,2025-04-24,Home & Kitchen,846.44,False,5
ORD_5344,CUST_1164,2025-07-05,Electronics,144.6,False,3
ORD_5345,CUST_1043,2025-06-30,Books,67.49,False,4
ORD_5346,CUST_1193,2025-03-06,Beauty,140.54,True,1
ORD_5347,CUST_1131,2025-08-15,Books,676.22,False,2
ORD_5348,CUST_1115,2025-08-01,Beauty,563.73,False,5
ORD_5349,CUST_1039,2025-04-11,Electronics,587.08,False,1
ORD_5350,CUST_1030,2025-09-15,Sports,182.89,False,4
ORD_5351,CUST_1053,2025-06-13,Beauty,427.74,True,3
ORD_5352,CUST_1179,2025-07-13,Home & Kitchen,94.6,True,3
ORD_5353,CUST_1030,2025-06-03,Home & Kitchen,782.84,False,2
ORD_5354,CUST_1190,2025-04-04,Books,221.73,False,5
ORD_5355,CUST_1110,2025-05-21,Apparel,960.34,False,2
ORD_5356,CUST_1164,2025-06-02,Beauty,483.77,False,2
ORD_5357,CUST_1116,2025-07-13,Beauty,475.77,False,2
ORD_5358,CUST_1072,2025-06-18,Sports,973.34,True,1
ORD_5359,CUST_1138,2025-03-06,Home & Kitchen,401.29,False,3
ORD_5360,CUST_1172,2025-08-29,Beauty,640.34,False,5
ORD_5361,CUST_1100,2025-06-12,Beauty,710.6,False,4
ORD_5362,CUST_1159,2025-04-09,Sports,851.6,False,5
ORD_5363,CUST_1152,2025-02-10,Sports,173.73,True,2
ORD_5364,CUST_1030,2025-06-24,Home & Kitchen,836.72,False,4
ORD_5365,CUST_1153,2025-07-12,Books,469.7,False,5
ORD_5366,CUST_1178,2025-09-14,Sports,1117.87,False,2
ORD_5367,CUST_1126,2025-07-06,Apparel,236.71,False,5
ORD_5368,CUST_1014,2025-04-30,Home & Kitchen,1142.93,False,2
ORD_5369,CUST_1099,2025-09-05,Books,788.89,False,4
ORD_5370,CUST_1107,2025-04-18,Beauty,594.11,True,1
ORD_5371,CUST_1195,2025-02-16,Home & Kitchen,53.74,False,3
ORD_5372,CUST_1044,2025-05-05,Beauty,685.3,False,4
ORD_5373,CUST_1141,2025-08-07,Electronics,693.67,False,5
ORD_5374,CUST_1094,2025-05-20,Electronics,915.6,False,2
ORD_5375,CUST_1109,2025-06-09,Sports,998.63,False,3
ORD_5376,CUST_1009,2025-08-20,Home & Kitchen,428.06,False,4
ORD_5377,CUST_1031,2025-06-21,Apparel,263.71,False,3
ORD_5378,CUST_1182,2025-06-11,Sports,522.38,False,2
ORD_5379,CUST_1053,2025-07-20,Electronics,690.54,False,5
ORD_5380,CUST_1138,2025-03-04,Home & Kitchen,1175.12,False,5
ORD_5381,CUST_1069,2025-06-19,Books,1182.8,False,1
ORD_5382,CUST_1035,2025-07-25,Beauty,1103.74,False,2
ORD_5383,CUST_1180,2025-04-22,Apparel,310.87,False,2
ORD_5384,CUST_1195,2025-05-06,Sports,480.35,False,3
ORD_5385,CUST_1161,2025-04-05,Beauty,550.61,False,1
ORD_5386,CUST_1104,2025-05-27,Sports,344.7,False,3
ORD_5387,CUST_1117,2025-04-10,Home & Kitchen,704.62,False,1
ORD_5388,CUST_1188,2025-05-01,Sports,802.01,False,1
ORD_5389,CUST_1137,2025-07-31,Apparel,1162.23,False,4
ORD_5390,CUST_1069,2025-04-12,Home & Kitchen,415.24,False,5
ORD_5391,CUST_1125,2025-07-30,Home & Kitchen,1074.57,False,1
ORD_5392,CUST_1026,2025-08-09,Beauty,34.29,False,2
ORD_5393,CUST_1113,2025-07-06,Electronics,1190.33,False,2
ORD_5394,CUST_1167,2025-06-18,Apparel,1051.19,False,1
ORD_5395,CUST_1168,2025-03-16,Home & Kitchen,112.67,False,2
ORD_5396,CUST_1014,2025-03-01,Sports,377.03,False,2
ORD_5397,CUST_1110,2025-06-14,Electronics,848.88,True,2
ORD_5398,CUST_1020,2025-06-21,Books,283.04,False,1
ORD_5399,CUST_1003,2025-04-07,Home & Kitchen,983.27,False,4
ORD_5400,CUST_1178,2025-06-05,Beauty,98.93,False,1
ORD_5401,CUST_1027,2025-05-29,Home & Kitchen,1058.97,False,2
ORD_5402,CUST_1165,2025-08-04,Apparel,96.07,False,5
ORD_5403,CUST_1167,2025-06-01,Beauty,431.16,False,2
ORD_5404,CUST_1106,2025-05-28,Sports,539.22,False,1
